conflict_type,filename,slug,md_title,md_author,existing_title,existing_author,existing_source
different_author,01_Political_Theory_Article_the-conquest-of-bread.md,the-conquest-of-bread,The Conquest of Bread,,The Conquest of Bread,Peter Kropotkin,library
