slug,title,author,filename,category,doctype
green-versus-yellow-unionism-in-oakland,Green versus Yellow Unionism in Oakland,Unknown,01_Political_Theory_Article_green-versus-yellow-unionism-in-oakland.md,01,
greens-join-the-iww,Greens join the IWW,Unknown,01_Political_Theory_Article_greens-join-the-iww.md,01,
greetings-from-sweden-a-dual-track-syndicalism,Greetings from Sweden A dual-track syndicalism,Unknown,01_Political_Theory_Article_greetings-from-sweden-a-dual-track-syndicalism.md,01,
growing-up-absurd,Growing Up Absurd,Unknown,01_Political_Theory_Article_growing-up-absurd.md,01,
gruesome-spectacles-botched-executions-and-americas-death-sarat-austin-stanford-university-press-stanford-california-2014-stanford-law-9780804789165-1c342e9984846e053d12aee07cc90e92-annas-archive,"Gruesome spectacles   botched executions and America's death -- Sarat, Austin -- Stanford University Press, Stanford, California, 2014 -- Stanford Law -- 9780804789165 -- 1c342e9984846e053d12aee07cc90e92 -- Anna’s Archive",Unknown,01_Political_Theory_Article_gruesome-spectacles-_-botched-executions-and-americas-death-sarat-austin-stanfor.md,01,
harris2000a,Harris2000a,Unknown,01_Political_Theory_Article_harris2000a.md,01,
hatta-shz-and-pure-anarchism-in-interwar-japan-the-anarchist-library,Hatta Shūzō and Pure Anarchism in Interwar Japan   The Anarchist Library,Unknown,01_Political_Theory_Article_hatta-shūzō-and-pure-anarchism-in-interwar-japan-_-the-anarchist-library.md,01,
hatta-shz-and-pure-anarchism-in-interwar-japan-john-crump,Hatta Shūzō and Pure Anarchism in Interwar Japan - John Crump,Unknown,01_Political_Theory_Article_hatta-shūzō-and-pure-anarchism-in-interwar-japan-john-crump.md,01,
health-communism-a-surplus-manifesto-beatrice-adler-bolton,Health Communism  a Surplus Manifesto - Beatrice Adler-Bolton,Unknown,01_Political_Theory_Article_health-communism_-a-surplus-manifesto-beatrice-adler-bolton.md,01,
heat-waves-and-wildcat-strikes,Heat Waves and Wildcat Strikes,Unknown,01_Political_Theory_Article_heat-waves-and-wildcat-strikes.md,01,
helge-dhring-with-dc-anarcho-syndicalism-under-and-against-the-nazis-an-interview,"Helge Döhring with DC Anarcho-Syndicalism Under and Against the Nazis, an Interview",Unknown,01_Political_Theory_Article_helge-döhring-with-dc-anarcho-syndicalism-under-and-against-the-nazis-an-intervi.md,01,
herbal-abortion,Herbal Abortion,Unknown,01_Political_Theory_Article_herbal-abortion.md,01,
hijos-de-campesinos-teachers-struggles-in-chiapas-monty-neill-and-peter-linebaugh,Hijos de Campesinos Teachers' Struggles in Chiapas - Monty Neill and Peter Linebaugh,Unknown,01_Political_Theory_Article_hijos-de-campesinos-teachers-struggles-in-chiapas-monty-neill-and-peter-linebaug.md,01,
hipsterphobia-cava-sundays,Hipsterphobia - Cava Sundays,Unknown,01_Political_Theory_Article_hipsterphobia-cava-sundays.md,01,
history-of-a-workers-revolution-in-catalonia-raymond-s-solomon,History of a workers’ revolution in Catalonia - Raymond S. Solomon,Unknown,01_Political_Theory_Article_history-of-a-workers-revolution-in-catalonia-raymond-s-solomon.md,01,
history-of-union-busting-in-the-united-states-wikipedia,History of union busting in the United States - Wikipedia,Unknown,01_Political_Theory_Article_history-of-union-busting-in-the-united-states-wikipedia.md,01,
ho-chi-minh-wikipedia,Ho Chi Minh - Wikipedia,Unknown,01_Political_Theory_Article_ho-chi-minh-wikipedia.md,01,
holding-the-line-supporters-picket-canada-post-after-back-to-work-legislation,Holding the line supporters picket Canada Post after back-to-work legislation,Unknown,01_Political_Theory_Article_holding-the-line-supporters-picket-canada-post-after-back-to-work-legislation.md,01,
homes-guarantee-agenda-2025-peoples-action-institute,Homes Guarantee Agenda 2025 - People's Action Institute,Unknown,01_Political_Theory_Article_homes-guarantee-agenda-2025-peoples-action-institute.md,01,
homestead-strike-wikipedia,Homestead strike - Wikipedia,Unknown,01_Political_Theory_Article_homestead-strike-wikipedia.md,01,
hong-kong-a-struggle-for-bourgeois-freedoms-trapped-within-the-limits-of-capitalism-and-political-s,"Hong Kong, a struggle for bourgeois freedoms trapped within the limits of capitalism and political s",Unknown,01_Political_Theory_Article_hong-kong-a-struggle-for-bourgeois-freedoms-trapped-within-the-limits-of-capital.md,01,
hood-feminism-notes-from-the-women-that-a-movement-forgot-mikki-kendall-penguin-random-house-llc-new-york-ny-2020-viking-9780525560548-b5515293ef8c03c43cd9695f0e974dd1-annas-archive,"Hood Feminism   Notes From the Women That a Movement Forgot -- Mikki Kendall -- Penguin Random House LLC, [New York, NY], 2020 -- Viking -- 9780525560548 -- b5515293ef8c03c43cd9695f0e974dd1 -- Anna’s Archive",Unknown,01_Political_Theory_Article_hood-feminism-_-notes-from-the-women-that-a-movement-forgot-mikki-kendall-pengui.md,01,
how-europe-underdeveloped-africa-walter-rodney,How Europe Underdeveloped Africa - Walter Rodney,Unknown,01_Political_Theory_Article_how-europe-underdeveloped-africa-walter-rodney.md,01,
how-fascism-works-the-politics-of-us-and-them-jason-f-stanley-illustrated-ps-2018-random-house-9780525511830-0f838d1a1c609194539b5848ac74f7f7-annas-archive,"How Fascism Works   The Politics of Us and Them -- Jason F  Stanley -- Illustrated, PS, 2018 -- Random House -- 9780525511830 -- 0f838d1a1c609194539b5848ac74f7f7 -- Anna’s Archive",Unknown,01_Political_Theory_Article_how-fascism-works-_-the-politics-of-us-and-them-jason-f_-stanley-illustrated-ps.md,01,
how-labor-is-working-on-climate-justice,How labor is working on climate justice,Unknown,01_Political_Theory_Article_how-labor-is-working-on-climate-justice.md,01,
how-much-do-incarcerated-people-earn-in-each-state-prison-policy-initiative,How much do incarcerated people earn in each state    Prison Policy Initiative,Unknown,01_Political_Theory_Article_how-much-do-incarcerated-people-earn-in-each-state_-_-prison-policy-initiative.md,01,
how-nonviolence-protects-the-state,How Nonviolence Protects the State,Unknown,01_Political_Theory_Article_how-nonviolence-protects-the-state.md,01,
how-the-african-diaspora-resisted-colonialism,How the African Diaspora Resisted Colonialism,Unknown,01_Political_Theory_Article_how-the-african-diaspora-resisted-colonialism.md,01,
how-the-pigs-abuse-gang-labels-kevin-rashid-johnson,How the pigs abuse ‘gang’ labels - Kevin Rashid Johnson,Unknown,01_Political_Theory_Article_how-the-pigs-abuse-gang-labels-kevin-rashid-johnson.md,01,
how-the-south-won-the-civil-war-heather-cox-richardson,How the South Won the Civil War - Heather Cox Richardson,Unknown,01_Political_Theory_Article_how-the-south-won-the-civil-war-heather-cox-richardson.md,01,
how-to-achieve-a-society-without-power,How to achieve a society without power,Unknown,01_Political_Theory_Article_how-to-achieve-a-society-without-power.md,01,
how-to-build-international-solidarity,How To Build International Solidarity,Unknown,01_Political_Theory_Article_how-to-build-international-solidarity.md,01,
how-to-destroy-a-movement,How to Destroy A Movement,Unknown,01_Political_Theory_Article_how-to-destroy-a-movement.md,01,
how-to-overthrow-the-illuminati,How to Overthrow the Illuminati,Unknown,01_Political_Theory_Article_how-to-overthrow-the-illuminati.md,01,
how-to-socialize-americas-energy,How to Socialize America’s Energy,Unknown,01_Political_Theory_Article_how-to-socialize-americas-energy.md,01,
how-to-win-an-election-an-ancient-guide-for-modern-politicians-quintus-tullius-cicero-philip-freeman-liber3,How to Win an Election  An Ancient Guide for Modern Politicians Quintus Tullius Cicero; Philip Freeman liber3,Unknown,01_Political_Theory_Article_how-to-win-an-election_-an-ancient-guide-for-modern-politicians_quintus-tullius.md,01,
how-we-can-change-the-world,How We Can Change The World,Unknown,01_Political_Theory_Article_how-we-can-change-the-world.md,01,
how-we-can-make-solarpunk-a-reality,How We Can Make Solarpunk A Reality,Unknown,01_Political_Theory_Article_how-we-can-make-solarpunk-a-reality.md,01,
how-we-handle-harm,How We Handle Harm,Unknown,01_Political_Theory_Article_how-we-handle-harm.md,01,
how-west-virginia-teachers-defied-the-stateand-their-unions,How West Virginia teachers defied the state—and their unions,Unknown,01_Political_Theory_Article_how-west-virginia-teachers-defied-the-stateand-their-unions.md,01,
how-western-mental-health-reinforces-capitalism-hood-communist,How Western Mental Health Reinforces Capitalism - Hood Communist,Unknown,01_Political_Theory_Article_how-western-mental-health-reinforces-capitalism-hood-communist.md,01,
how-you-and-your-co-workers-can-fck-the-police,How You and Your Co-Workers Can Fck the Police,Unknown,01_Political_Theory_Article_how-you-and-your-co-workers-can-fck-the-police.md,01,
hubs-of-antifascism-the-spanish-anarchist-press-in-the-united-states-montse-feu,Hubs of antifascism the Spanish anarchist press in the United States - Montse Feu,Unknown,01_Political_Theory_Article_hubs-of-antifascism-the-spanish-anarchist-press-in-the-united-states-montse-feu.md,01,
i-am-a-member-of-the-cnt-for-anarcho-syndicalism-ren-thieblemont,"I am a member of the CNT, for anarcho-syndicalism - René Thieblemont",Unknown,01_Political_Theory_Article_i-am-a-member-of-the-cnt-for-anarcho-syndicalism-rené-thieblemont.md,01,
i-am-an-anarchist-remembering-anarchist-prisoner-brian-mccarvill-who-died-of-covid-19-in-prison-o,"‘I Am An Anarchist’ Remembering Anarchist Prisoner Brian McCarvill, who Died of COVID-19 in Prison o",Unknown,01_Political_Theory_Article_i-am-an-anarchist-remembering-anarchist-prisoner-brian-mccarvill-who-died-of-cov.md,01,
i-outlived-them-all-reflections-on-survival,“I Outlived Them All” Reflections on Survival,Unknown,01_Political_Theory_Article_i-outlived-them-all-reflections-on-survival.md,01,
ian-bone-sound-and-fury-andy-brown,Ian Bone Sound and Fury – Andy Brown,Unknown,01_Political_Theory_Article_ian-bone-sound-and-fury-andy-brown.md,01,
identity-crisis-leftist-anti-wokeness-is-bullshit,Identity crisis Leftist anti-wokeness is bullshit,Unknown,01_Political_Theory_Article_identity-crisis-leftist-anti-wokeness-is-bullshit.md,01,
if-gezi-never-happened-the-anger-at-mass-murder-at-soma-could-not-have-burst-forth-from-the-people,"If Gezi never happened, the anger at mass murder at Soma could not have burst forth from the people",Unknown,01_Political_Theory_Article_if-gezi-never-happened-the-anger-at-mass-murder-at-soma-could-not-have-burst-for.md,01,
if-its-jobs-they-want-labour-and-the-unions-must-back-renewables-not-hinkley-c,"If it's jobs they want, Labour and the unions must back renewables, not Hinkley C!",Unknown,01_Political_Theory_Article_if-its-jobs-they-want-labour-and-the-unions-must-back-renewables-not-hinkley-c.md,01,
if-voting-changed-anything,If Voting Changed Anything,Unknown,01_Political_Theory_Article_if-voting-changed-anything.md,01,
if-we-must-die-bomani-shakurs-statement-on-launching-a-hunger-strike-january-2011,If We Must Die Bomani Shakur's statement on launching a hunger strike (January 2011),Unknown,01_Political_Theory_Article_if-we-must-die-bomani-shakurs-statement-on-launching-a-hunger-strike-january-201.md,01,
ilwu-pledges-solidarity-with-standing-rock,ILWU pledges solidarity with Standing Rock,Unknown,01_Political_Theory_Article_ilwu-pledges-solidarity-with-standing-rock.md,01,
images-from-1946-oakland-general-strike,Images from 1946 Oakland general strike,Unknown,01_Political_Theory_Article_images-from-1946-oakland-general-strike.md,01,
images-from-1946-rochester-general-strike,Images from 1946 Rochester general strike,Unknown,01_Political_Theory_Article_images-from-1946-rochester-general-strike.md,01,
imperialism-and-the-national-question-v-i-lenin,Imperialism and the National Question - V. I. Lenin;,Unknown,01_Political_Theory_Article_imperialism-and-the-national-question-v-i-lenin.md,01,
impossible-community-realizing-communitarian-anarachism-john-p-clark-john-p-clark-contemporary-anarchist-studies-second-edition-oakland-9781629637143-1644585e4e120ab371cfc9f30587b0e5-annas-archive,"Impossible Community  Realizing Communitarian Anarachism, -- John P  Clark, John P  Clark -- Contemporary anarchist studies, Second edition, Oakland, -- 9781629637143 -- 1644585e4e120ab371cfc9f30587b0e5 -- Anna’s Archive",Unknown,01_Political_Theory_Article_impossible-community_-realizing-communitarian-anarachism-john-p_-clark-john-p_-c.md,01,
imprisoned-anarchist-toby-shone-fights-new-legal-battle-against-uk-state,Imprisoned Anarchist Toby Shone Fights New Legal Battle Against UK State,Unknown,01_Political_Theory_Article_imprisoned-anarchist-toby-shone-fights-new-legal-battle-against-uk-state.md,01,
imprisoned-for-a-day-a-personal-reflection,Imprisoned for a day a personal reflection,Unknown,01_Political_Theory_Article_imprisoned-for-a-day-a-personal-reflection.md,01,
in-defense-of-anarchism,In Defense of Anarchism,Unknown,01_Political_Theory_Article_in-defense-of-anarchism.md,01,
in-defense-of-housing-the-politics-of-cri-peter-marcuse,In Defense Of Housing  The Politics Of Cri - Peter Marcuse,Unknown,01_Political_Theory_Article_in-defense-of-housing_-the-politics-of-cri-peter-marcuse.md,01,
in-memory-of-cooper-andrews-finbar-cafferkey-and-dimitri-petrov,"In memory of Cooper Andrews, Finbar Cafferkey and Dimitri Petrov",Unknown,01_Political_Theory_Article_in-memory-of-cooper-andrews-finbar-cafferkey-and-dimitri-petrov.md,01,
in-memory-of-fellow-worker-tortuguita,In Memory of Fellow Worker Tortuguita,Unknown,01_Political_Theory_Article_in-memory-of-fellow-worker-tortuguita.md,01,
in-november-we-write-letters-in-solidarity,"In November, We Write Letters in Solidarity",Unknown,01_Political_Theory_Article_in-november-we-write-letters-in-solidarity.md,01,
in-the-year-1968-on-the-nationwide-strike-and-university-occupation-in-helsinki,In the year 1968 on the nationwide strike and university occupation in Helsinki,Unknown,01_Political_Theory_Article_in-the-year-1968-on-the-nationwide-strike-and-university-occupation-in-helsinki.md,01,
in-this-moment-labor-must-become-a-movement,"In This Moment, Labor Must Become a Movement",Unknown,01_Political_Theory_Article_in-this-moment-labor-must-become-a-movement.md,01,
indigenous-resistance-deserves-workers-solidarity,Indigenous Resistance Deserves Workers' Solidarity,Unknown,01_Political_Theory_Article_indigenous-resistance-deserves-workers-solidarity.md,01,
indispensable-reading-for-wobblies-labor-historians-a-review-of-the-wobblies-in-their-heyday-stau,"Indispensable reading for Wobblies, labor historians a review of The Wobblies in their Heyday - Stau",Unknown,01_Political_Theory_Article_indispensable-reading-for-wobblies-labor-historians-a-review-of-the-wobblies-in.md,01,
individual-liberty,Individual Liberty,Unknown,01_Political_Theory_Article_individual-liberty.md,01,
industrial-suicide-understanding-the-1924-split-of-the-industrial-workers-of-the-world-cameron-mol,Industrial suicide understanding the 1924 split of the Industrial Workers of the World - Cameron Mol,Unknown,01_Political_Theory_Article_industrial-suicide-understanding-the-1924-split-of-the-industrial-workers-of-the.md,01,
industrial-union-bulletin-newspaper,Industrial Union Bulletin newspaper,Unknown,01_Political_Theory_Article_industrial-union-bulletin-newspaper.md,01,
industrial-unionism-in-america-marion-dutton-savage,Industrial unionism in America - Marion Dutton Savage,Unknown,01_Political_Theory_Article_industrial-unionism-in-america-marion-dutton-savage.md,01,
industrialisti-and-the-industrial-workers-of-the-world-katriina-etholn,Industrialisti and the Industrial Workers of the World - Katriina Etholén,Unknown,01_Political_Theory_Article_industrialisti-and-the-industrial-workers-of-the-world-katriina-etholén.md,01,
information-anarchy-posthumanism-and-wisdom-anarchy-notes,"Information Anarchy, PostHumanism and Wisdom Anarchy Notes",Unknown,01_Political_Theory_Article_information-anarchy-posthumanism-and-wisdom-anarchy-notes.md,01,
information-anarchy-the-case-against-sponsorships,Information Anarchy The Case Against Sponsorships,Unknown,01_Political_Theory_Article_information-anarchy-the-case-against-sponsorships.md,01,
inmates-launch-month-long-strike-to-protest-slavery-conditions-in-florida-prisons,Inmates Launch Month-Long Strike to Protest 'Slavery Conditions' in Florida Prisons,Unknown,01_Political_Theory_Article_inmates-launch-month-long-strike-to-protest-slavery-conditions-in-florida-prison.md,01,
innocent-on-death-row-an-interview-with-bomani-shakurkeith-lamar,Innocent on Death Row An interview with Bomani ShakurKeith LaMar,Unknown,01_Political_Theory_Article_innocent-on-death-row-an-interview-with-bomani-shakurkeith-lamar.md,01,
inspiring-fossil-fuel-resistance-action-in-northeast-pennsylvania,Inspiring Fossil Fuel Resistance Action In Northeast Pennsylvania,Unknown,01_Political_Theory_Article_inspiring-fossil-fuel-resistance-action-in-northeast-pennsylvania.md,01,
instead-we-became-millions-inside-colombias-ongoing-general-strike,"“Instead, We Became Millions” Inside Colombia’s Ongoing General Strike",Unknown,01_Political_Theory_Article_instead-we-became-millions-inside-colombias-ongoing-general-strike.md,01,
insurrectionary-mutual-aid,Insurrectionary Mutual Aid,Unknown,01_Political_Theory_Article_insurrectionary-mutual-aid.md,01,
international-workers-day-wikipedia,International Workers' Day - Wikipedia,Unknown,01_Political_Theory_Article_international-workers-day-wikipedia.md,01,
internet-ideology,Internet & Ideology,Unknown,01_Political_Theory_Article_internet-ideology.md,01,
interview-iww-shop-workers-black-flag,Interview IWW Shop Workers - Black Flag,Unknown,01_Political_Theory_Article_interview-iww-shop-workers-black-flag.md,01,
interview-ronan-bennett-black-flag,Interview Ronan Bennett - Black Flag,Unknown,01_Political_Theory_Article_interview-ronan-bennett-black-flag.md,01,
interview-with-an-earth-strike-organiser,Interview With An Earth Strike Organiser,Unknown,01_Political_Theory_Article_interview-with-an-earth-strike-organiser.md,01,
interview-with-ashanti-alston-anarchist-and-former-black-panther-partyblack-liberation-army-member,"Interview with Ashanti Alston, anarchist and former Black Panther PartyBlack Liberation Army member",Unknown,01_Political_Theory_Article_interview-with-ashanti-alston-anarchist-and-former-black-panther-partyblack-libe.md,01,
interview-with-chicano-anarchist-political-prisoner-xinachtli-alvaro-luna-hernandez,Interview with Chicano anarchist political prisoner Xinachtli (Alvaro Luna Hernandez),Unknown,01_Political_Theory_Article_interview-with-chicano-anarchist-political-prisoner-xinachtli-alvaro-luna-hernan.md,01,
interview-with-esther-and-sam-doigoff-doug-richardson,Interview with Esther and Sam DoIgoff – Doug Richardson,Unknown,01_Political_Theory_Article_interview-with-esther-and-sam-doigoff-doug-richardson.md,01,
interview-with-john-paul-wright,Interview With John Paul Wright,Unknown,01_Political_Theory_Article_interview-with-john-paul-wright.md,01,
interview-with-the-organizing-team-of-utopia-libertaria,Interview with the organizing team of Utopia Libertaria,Unknown,01_Political_Theory_Article_interview-with-the-organizing-team-of-utopia-libertaria.md,01,
interview-with-xun-rayne-vietnamese-anarchist-sex-worker,"Interview with Xuân Rayne Vietnamese, Anarchist, Sex Worker",Unknown,01_Political_Theory_Article_interview-with-xuân-rayne-vietnamese-anarchist-sex-worker.md,01,
introduction-to-anarchism,Introduction to Anarchism,Unknown,01_Political_Theory_Article_introduction-to-anarchism.md,01,
introduction,Introduction,Unknown,01_Political_Theory_Article_introduction.md,01,
iranian-feminists-speak-out,Iranian feminists speak out,Unknown,01_Political_Theory_Article_iranian-feminists-speak-out.md,01,
irish-anarchist-review-issue-11-summer-2015,Irish Anarchist Review Issue 11 - Summer 2015,Unknown,01_Political_Theory_Article_irish-anarchist-review-issue-11-summer-2015.md,01,
iron-bars-on-the-house-of-labour,Iron Bars on the House of Labour,Unknown,01_Political_Theory_Article_iron-bars-on-the-house-of-labour.md,01,
is-the-iww-all-sufficient-for-the-workers-needs-vincent-st-john,Is the IWW all-sufficient for the workers needs - Vincent St. John,Unknown,01_Political_Theory_Article_is-the-iww-all-sufficient-for-the-workers-needs-vincent-st-john.md,01,
is-this-the-end-as-the-cnt-crumbles,Is this the end as the CNT crumbles,Unknown,01_Political_Theory_Article_is-this-the-end-as-the-cnt-crumbles.md,01,
ismatu-gwendolyn-class-traitor,Ismatu Gwendolyn Class Traitor,Unknown,01_Political_Theory_Article_ismatu-gwendolyn-class-traitor.md,01,
issue-02-ten-theses-on-science-and-radicalism,Issue 02 Ten Theses on Science and Radicalism,Unknown,01_Political_Theory_Article_issue-02-ten-theses-on-science-and-radicalism.md,01,
issues-that-divide-anarchists,Issues That Divide Anarchists,Unknown,01_Political_Theory_Article_issues-that-divide-anarchists.md,01,
it-starts-on-your-job-syndicalist-proposals,It Starts On Your Job Syndicalist proposals,Unknown,01_Political_Theory_Article_it-starts-on-your-job-syndicalist-proposals.md,01,
italian-general-strike-amazon-warehouse-blockaded-in-piacenza-strikers-attacked-in-prato,"Italian general strike Amazon warehouse blockaded in Piacenza, strikers attacked in Prato",Unknown,01_Political_Theory_Article_italian-general-strike-amazon-warehouse-blockaded-in-piacenza-strikers-attacked.md,01,
its-heating-up-unions-can-play-a-vital-role-in-the-battle-for-climate-justice,It’s heating up ‘Unions can play a vital role in the battle for climate justice’,Unknown,01_Political_Theory_Article_its-heating-up-unions-can-play-a-vital-role-in-the-battle-for-climate-justice.md,01,
its-ok-to-be-angry-about-capitalism-bernie-sanders,It's OK to Be Angry About Capitalism - Bernie Sanders,Unknown,01_Political_Theory_Article_its-ok-to-be-angry-about-capitalism-bernie-sanders.md,01,
its-the-hottest-week-in-portland-history-and-the-boss-still-wont-fix-the-ac,It’s the hottest week in Portland history and the boss still won’t fix the AC,Unknown,01_Political_Theory_Article_its-the-hottest-week-in-portland-history-and-the-boss-still-wont-fix-the-ac.md,01,
iww-1919,IWW 1919,Unknown,01_Political_Theory_Article_iww-1919.md,01,
iww-blockades-street-in-front-of-whole-foods-demanding-reinstatement-for-worker,IWW blockades Street in front of Whole Foods Demanding Reinstatement for Worker,Unknown,01_Political_Theory_Article_iww-blockades-street-in-front-of-whole-foods-demanding-reinstatement-for-worker.md,01,
iww-convention-sw-sam-dolgoff,I.W.W. Convention - S.W. (Sam Dolgoff),Unknown,01_Political_Theory_Article_iww-convention-sw-sam-dolgoff.md,01,
iww-deliveroo-riders-strike-and-blockade-in-london,IWW Deliveroo riders strike and blockade in London,Unknown,01_Political_Theory_Article_iww-deliveroo-riders-strike-and-blockade-in-london.md,01,
iww-delivers-a-grievance-letter-to-plymouth-vegan-cafe-over-unfair-dismissal-of-a-trans-employee,IWW delivers a grievance letter to Plymouth vegan cafe over unfair dismissal of a trans employee,Unknown,01_Political_Theory_Article_iww-delivers-a-grievance-letter-to-plymouth-vegan-cafe-over-unfair-dismissal-of.md,01,
iww-euc-presents-who-bombed-judi-bari,"IWW EUC Presents, Who Bombed Judi Bari",Unknown,01_Political_Theory_Article_iww-euc-presents-who-bombed-judi-bari.md,01,
iww-euc-report-for-the-june-2024-san-francisco-bay-area-iww-general-membership-branch-meeting,IWW EUC Report for the June 2024 San Francisco Bay Area IWW General Membership Branch Meeting,Unknown,01_Political_Theory_Article_iww-euc-report-for-the-june-2024-san-francisco-bay-area-iww-general-membership-b.md,01,
iww-member-brenna-cain-why-i-am-with-labor-for-standing-rock,IWW Member Brenna Cain Why I Am With Labor For Standing Rock,Unknown,01_Political_Theory_Article_iww-member-brenna-cain-why-i-am-with-labor-for-standing-rock.md,01,
iww-member-liam-cain-why-i-am-with-labor-for-standing-rock,IWW Member Liam Cain Why I Am With Labor For Standing Rock,Unknown,01_Political_Theory_Article_iww-member-liam-cain-why-i-am-with-labor-for-standing-rock.md,01,
iww-report-from-the-30th-sac-congress,IWW report from the 30th SAC Congress,Unknown,01_Political_Theory_Article_iww-report-from-the-30th-sac-congress.md,01,
iww-resolution-against-dapl-and-kxl,IWW Resolution Against DAPL and KXL,Unknown,01_Political_Theory_Article_iww-resolution-against-dapl-and-kxl.md,01,
iww-stands-in-solidarity-with-resistance-to-dakota-access-pipeline,IWW Stands in Solidarity with Resistance to Dakota Access Pipeline,Unknown,01_Political_Theory_Article_iww-stands-in-solidarity-with-resistance-to-dakota-access-pipeline.md,01,
iww-statement-in-solidarity-with-striking-workers-in-iran,IWW statement in solidarity with striking workers in Iran,Unknown,01_Political_Theory_Article_iww-statement-in-solidarity-with-striking-workers-in-iran.md,01,
iww-stop-cop-city-and-its-investors,IWW Stop COP CITY and its investors,Unknown,01_Political_Theory_Article_iww-stop-cop-city-and-its-investors.md,01,
iww-supports-ucu-he-action-on-pay-anti-casualisation-and-gender-pay-gap,"IWW supports UCU HE action on pay, anti-casualisation and gender pay gap",Unknown,01_Political_Theory_Article_iww-supports-ucu-he-action-on-pay-anti-casualisation-and-gender-pay-gap.md,01,
iww-wisera-environmental-committee-and-nara-iww-euc-reading-group-2-notes-from-hell,IWW WISERA Environmental Committee and NARA IWW EUC Reading Group 2 Notes from Hell,Unknown,01_Political_Theory_Article_iww-wisera-environmental-committee-and-nara-iww-euc-reading-group-2-notes-from-h.md,01,
iww-wisera-statement-of-support-for-20th-september-earth-strike,IWW WISERA Statement of Support for 20th September Earth Strike,Unknown,01_Political_Theory_Article_iww-wisera-statement-of-support-for-20th-september-earth-strike.md,01,
james-joyce-and-the-politics-of-egoism-jean-michel-rabat-liber3,James Joyce and the Politics of Egoism Jean-Michel Rabaté liber3,Unknown,01_Political_Theory_Article_james-joyce-and-the-politics-of-egoism_jean-michel-rabaté_liber3.md,01,
jean-grave-on-colonization-jeff-shantz,Jean Grave on Colonization – Jeff Shantz,Unknown,01_Political_Theory_Article_jean-grave-on-colonization-jeff-shantz.md,01,
jeremy-hammonds-statement-on-the-plea-and-sentencing-of-his-brother-jason-hammond,"Jeremy Hammond’s statement on the plea and sentencing of his brother, Jason Hammond",Unknown,01_Political_Theory_Article_jeremy-hammonds-statement-on-the-plea-and-sentencing-of-his-brother-jason-hammon.md,01,
jessica-moran-to-spread-the-revolution-anarchist-archives-and-libraries,jessica-moran-to-spread-the-revolution-anarchist-archives-and-libraries,Unknown,01_Political_Theory_Article_jessica-moran-to-spread-the-revolution-anarchist-archives-and-libraries.md,01,
jineology-feminism-patriarchy-in-the-middle-east,Jineology  Feminism & Patriarchy In The Middle East,Unknown,01_Political_Theory_Article_jineology_-feminism-patriarchy-in-the-middle-east.md,01,
jos-peirats-a-comrade-a-friend-federico-arcos,"José Peirats a comrade, a friend - Federico Arcos",Unknown,01_Political_Theory_Article_josé-peirats-a-comrade-a-friend-federico-arcos.md,01,
joyful-militancy,Joyful Militancy,Unknown,01_Political_Theory_Article_joyful-militancy.md,01,
juice-is-stranger-than-friction-selected-writings-of-t-bone-slim-franklin-rosemont,Juice Is Stranger Than Friction Selected Writings of T-Bone Slim - Franklin Rosemont,Unknown,01_Political_Theory_Article_juice-is-stranger-than-friction-selected-writings-of-t-bone-slim-franklin-rosemo.md,01,
just-get-to-know-your-neighbors-south-side-weekly,“Just Get to Know Your Neighbors” – South Side Weekly,Unknown,01_Political_Theory_Article_just-get-to-know-your-neighbors-south-side-weekly.md,01,
just-transition-and-extractive-industry-workers,Just Transition and Extractive Industry Workers,Unknown,01_Political_Theory_Article_just-transition-and-extractive-industry-workers.md,01,
just-transition-for-auto-workers-the-answer-to-autos-race-to-the-bottom,Just Transition for Auto Workers The Answer to Auto’s Race to the Bottom,Unknown,01_Political_Theory_Article_just-transition-for-auto-workers-the-answer-to-autos-race-to-the-bottom.md,01,
justice-as-fairness-a-restatement-john-rawls-erin-i-kelly-2nd-pt-2001-belknap-press-an-imprint-of-harvard-university-press-9780674005105-ad3ce4aa2222f6e9c330bd6224b5e32c-annas-archive,"Justice As Fairness   A Restatement -- John Rawls; Erin I  Kelly -- 2nd, PT, 2001 -- Belknap Press  An Imprint of Harvard University Press -- 9780674005105 -- ad3ce4aa2222f6e9c330bd6224b5e32c -- Anna’s Archive",Unknown,01_Political_Theory_Article_justice-as-fairness-_-a-restatement-john-rawls-erin-i_-kelly-2nd-pt-2001-belknap.md,01,
justice-as-fairness-a-restatement-john-rawls-liber3,Justice as Fairness  A Restatement John Rawls liber3,Unknown,01_Political_Theory_Article_justice-as-fairness_-a-restatement_john-rawls_liber3.md,01,
karl-marx-friedrich-engels-vladimir-lenin-selected-writings-by-marx-engels-and-lenin-on-anarchism-and-anarcho-syndicalism,"Karl Marx, Friedrich Engels, Vladimir Lenin - Selected Writings By Marx, Engels, and Lenin On Anarchism and Anarcho-Syndicalism",Unknown,01_Political_Theory_Article_karl-marx-friedrich-engels-vladimir-lenin-selected-writings-by-marx-engels-and-l.md,01,
kathleen-cleaver-wikipedia,Kathleen Cleaver - Wikipedia,Unknown,01_Political_Theory_Article_kathleen-cleaver-wikipedia.md,01,
